file,start,end,kind,name,params,body_lines,complexity,callees
../../PastScreen/Views/ImageEditingWindow.swift,898,940,func,"ImageEditingView.renderMosaicImage",1,41,9,"CGPoint;CIFilter;CIImage;Float;NSImage;ciRectFromImageRect;createCGImage;createMask;cropped;max;pixellate"
../../PastScreen/Views/ImageEditingWindow.swift,942,947,func,"ImageEditingView.createMask",2,4,2,"CIImage;composited;cropped"
../../PastScreen/Views/ImageEditingWindow.swift,949,958,func,"ImageEditingView.ciRectFromImageRect",3,8,1,"CGRect"
../../PastScreen/Views/ImageEditingWindow.swift,960,971,func,"ImageEditingView.clampRectToImage",2,10,1,"CGRect;max;min"
../../PastScreen/Views/ImageEditingWindow.swift,973,975,func,"ImageEditingView.mosaicScale",1,1,1,"max"
../../PastScreen/Views/ImageEditingWindow.swift,977,982,func,"ImageEditingView.currentMosaicPreviewRegion",0,4,3,"MosaicRegion;clampRectToImage;mosaicScale"
../../PastScreen/Views/ImageEditingWindow.swift,984,1005,func,"ImageEditingView.convertImageRectToDisplayRect",3,20,2,"CGRect;CGSize;min"
../../PastScreen/Views/ImageEditingWindow.swift,1008,1023,func,"ImageEditingView.imageDisplayRect",2,14,2,"CGPoint;CGRect;CGSize"
../../PastScreen/Views/ImageEditingWindow.swift,1027,1054,func,"ImageEditingView.undo",0,26,14,"addMosaic;addPath;addText;append;firstIndex;insert;popLast;refreshEditedImage;remove;removeMosaic;removePath;removeText"
../../PastScreen/Views/ImageEditingWindow.swift,1056,1083,func,"ImageEditingView.redo",0,26,14,"addMosaic;addPath;addText;append;firstIndex;popLast;refreshEditedImage;remove;removeMosaic;removePath;removeText"
../../PastScreen/Views/ImageEditingWindow.swift,1085,1105,func,"ImageEditingView.calculateTextPosition",3,19,2,"CGPoint;CGSize;min"
../../PastScreen/Views/ImageEditingWindow.swift,1107,1110,func,"ImageEditingView.saveState",0,2,1,"removeAll"
../../PastScreen/Views/ImageEditingWindow.swift,1195,1202,func,"View.onChangeCompat",2,5,4,"action;onChange"
../../PastScreen/Views/MenuBarContentView.swift,63,72,func,"MenuBarContentView.keyboardShortcut",1,8,2,"KeyEquivalent;KeyboardShortcut;eventModifiers"
../../PastScreen/Views/MenuBarContentView.swift,74,81,func,"MenuBarContentView.eventModifiers",1,6,5,"contains;insert"
../../PastScreen/Views/MenuBarContentView.swift,85,88,func,"View.applyHotkey",1,2,2,"AnyView;keyboardShortcut"
../../PastScreen/Views/SelectionWindow.swift,13,13,func,"SelectionWindowDelegate.selectionWindow",2,0,1,""
../../PastScreen/Views/SelectionWindow.swift,14,14,func,"SelectionWindowDelegate.selectionWindow",2,0,1,""
../../PastScreen/Views/SelectionWindow.swift,15,15,func,"SelectionWindowDelegate.selectionWindowDidCancel",1,0,1,""
../../PastScreen/Views/SelectionWindow.swift,21,32,init,"OverlayWindow.init",3,10,1,"init"
../../PastScreen/Views/SelectionWindow.swift,37,45,func,"OverlayWindow.keyDown",1,7,2,"keyDown"
../../PastScreen/Views/SelectionWindow.swift,57,74,init,"SelectionWindow.init",2,13,1,"init;setupMultiScreenOverlays"
../../PastScreen/Views/SelectionWindow.swift,76,121,func,"SelectionWindow.setupMultiScreenOverlays",0,44,9,"NSDeviceDescriptionKey;NSRect;OverlayWindow;SelectionOverlayView;append;flatMap;selectionWindow;selectionWindowDidCancel;setFrame"
../../PastScreen/Views/SelectionWindow.swift,126,132,func,"SelectionWindow.keyDown",1,5,2,"keyDown;selectionWindowDidCancel"
../../PastScreen/Views/SelectionWindow.swift,135,152,func,"SelectionWindow.show",0,16,7,"Task;addGlobalMonitorForEvents;orderFrontRegardless;selectionWindowDidCancel"
../../PastScreen/Views/SelectionWindow.swift,154,165,func,"SelectionWindow.hide",0,10,3,"orderOut;removeMonitor"
../../PastScreen/Views/SelectionWindow.swift,168,175,func,"SelectionWindow.getOverlayWindowIDs",0,6,3,"CGWindowID;compactMap"
../../PastScreen/Views/SelectionWindow.swift,178,182,func,"SelectionWindow.setOverlayAlpha",1,3,2,""
../../PastScreen/Views/SelectionWindow.swift,184,191,func,"SelectionWindow.updateBackgroundSnapshots",1,6,4,"updateBackground"
../../PastScreen/Views/SelectionWindow.swift,221,229,init,"SelectionOverlayView.init",4,7,1,"init"
../../PastScreen/Views/SelectionWindow.swift,231,233,init,"SelectionOverlayView.init",1,1,1,"fatalError"
../../PastScreen/Views/SelectionWindow.swift,235,245,func,"SelectionOverlayView.viewDidMoveToWindow",0,9,2,"viewDidMoveToWindow"
../../PastScreen/Views/SelectionWindow.swift,247,250,func,"SelectionOverlayView.updateBackground",1,2,1,""
../../PastScreen/Views/SelectionWindow.swift,252,261,func,"SelectionOverlayView.updateTrackingAreas",0,8,2,"NSTrackingArea;addTrackingArea;removeTrackingArea;updateTrackingAreas"
../../PastScreen/Views/SelectionWindow.swift,265,267,func,"SelectionOverlayView.acceptsFirstMouse",1,1,1,""
../../PastScreen/Views/SelectionWindow.swift,271,273,func,"SelectionOverlayView.shouldDelayWindowOrdering",1,1,1,""
../../PastScreen/Views/SelectionWindow.swift,275,281,func,"SelectionOverlayView.mouseMoved",1,5,2,"resolveWindowHit"
../../PastScreen/Views/SelectionWindow.swift,283,289,func,"SelectionOverlayView.mouseDown",1,5,1,"convert;resolveWindowHit"
../../PastScreen/Views/SelectionWindow.swift,291,307,func,"SelectionOverlayView.mouseDragged",1,15,4,"abs;convert;max"
../../PastScreen/Views/SelectionWindow.swift,309,357,func,"SelectionOverlayView.mouseUp",1,47,8,"CGRect;Task;abs;emitSelection;max;min"
../../PastScreen/Views/SelectionWindow.swift,359,371,func,"SelectionOverlayView.rightMouseDown",1,11,2,"Task"
../../PastScreen/Views/SelectionWindow.swift,374,384,func,"SelectionOverlayView.emitSelection",1,9,2,"convert;convertToScreen"
../../PastScreen/Views/SelectionWindow.swift,386,425,func,"SelectionOverlayView.draw",1,38,6,"NSBezierPath;NSRect;abs;clip;draw;fill;min;restoreGState;saveGState;setFill;setStroke;stroke;withAlphaComponent"
../../PastScreen/Views/SelectionWindow.swift,431,447,func,"SelectionOverlayView.resolveWindowHit",0,15,3,"CGWindowID;Set;convert;convertFromScreen;hitTestFrontmostWindowAtMouse"
../../PastScreen/Views/SettingsView.swift,16,18,init,"SettingsPage.init",1,1,1,"content"
../../PastScreen/Views/SettingsView.swift,44,49,init,"SettingsGlassSection.init",4,4,1,"content"
../../PastScreen/Views/SettingsView.swift,292,299,func,"EditorSettingsView.binding",1,6,3,"Binding;contains;updateEditingTool"
../../PastScreen/Views/SettingsView.swift,386,398,init,"EditingToolRow.init",5,5,1,""
../../PastScreen/Views/SettingsView.swift,448,450,func,"EditingToolDropDelegate.validateDrop",1,1,1,""
../../PastScreen/Views/SettingsView.swift,452,468,func,"EditingToolDropDelegate.dropEntered",1,15,5,"IndexSet;firstIndex;getOrder;move;setOrder;withAnimation"
../../PastScreen/Views/SettingsView.swift,470,472,func,"EditingToolDropDelegate.dropExited",1,1,1,""
../../PastScreen/Views/SettingsView.swift,474,478,func,"EditingToolDropDelegate.performDrop",1,3,1,""
../../PastScreen/Views/SettingsView.swift,531,543,func,"HotKeyRecorderView.startRecording",0,11,3,"HotKey;addLocalMonitorForEvents;lowercased;normalizedModifiers;setRecordingHotKey;stopRecording"
../../PastScreen/Views/SettingsView.swift,545,552,func,"HotKeyRecorderView.stopRecording",0,6,2,"removeMonitor;setRecordingHotKey"

